rule	scope	hits	rule_id	past	present	A	B	Change	P	Pfeat	Q	Qfeat	reliability	confidence	related_forms	exceptions	Pnatural_class	Qnatural_class	rule_left_side	rule_right_side	rule_tidy
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	sivd	siv	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	skrivd	skriv	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	sl2vd	sl2v	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	snivd	sniv	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	sp2vd	sp2v	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	spl2vd	spl2v	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	T2vd	T2v	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	t2vd	t2v	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	vrivd	vriv	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
[] -> d  [D, S, T, Z, f, s, v, z] _ 	712	698	rule 2	jivd	jiv	[]	d	/d/0	NA	[D, S, T, Z, f, s, v, z]	NA	NA	0.9803370786516854	0.9685169159602394	use, live, move, believe, pass, produce, love, increase, suppose, involve, realize, wish, raise, raze, cause, arrive, laugh, receive, prove, serve	give, leave, lose, drive, rise, choose, arise, freeze, forgive, weave, strive, dive, interweave, outdistance	0 syllabic, 1 sonority, 1 aperture		0 syllabic, 1 sonority, 1 aperture		[] -> d / 0 syllabic, 1 sonority, 1 aperture _ 
i -> o  [b, f, m, p, v, w]» _ [D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	30	4	rule 3	bov	biv	i	o	i/o/2	»	[b, f, m, p, v, w]	NA	[D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	0.13333333333333333	0.1370107800280219	speak, weave, interweave, bespeak	meet, feed, beat, repeat, sweep, weep, squeeze, compete, defeat, speed, weed, impede, squeak, appease, peep, wheeze, peek, peak, pique, bequeath, bead	0 syllabic, 1 LAB	0 syllabic	0 syllabic, 1 LAB »	0 syllabic	i -> o / 0 syllabic, 1 LAB » _ 0 syllabic
i -> o  [b, f, m, p, v, w]» _ [D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	30	4	rule 3	dwop	dwip	i	o	i/o/2	»	[b, f, m, p, v, w]	NA	[D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	0.13333333333333333	0.1370107800280219	speak, weave, interweave, bespeak	meet, feed, beat, repeat, sweep, weep, squeeze, compete, defeat, speed, weed, impede, squeak, appease, peep, wheeze, peek, peak, pique, bequeath, bead	0 syllabic, 1 LAB	0 syllabic	0 syllabic, 1 LAB »	0 syllabic	i -> o / 0 syllabic, 1 LAB » _ 0 syllabic
i -> o  [b, f, m, p, v, w]» _ [D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	30	4	rule 3	fov	fiv	i	o	i/o/2	»	[b, f, m, p, v, w]	NA	[D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	0.13333333333333333	0.1370107800280219	speak, weave, interweave, bespeak	meet, feed, beat, repeat, sweep, weep, squeeze, compete, defeat, speed, weed, impede, squeak, appease, peep, wheeze, peek, peak, pique, bequeath, bead	0 syllabic, 1 LAB	0 syllabic	0 syllabic, 1 LAB »	0 syllabic	i -> o / 0 syllabic, 1 LAB » _ 0 syllabic
i -> o  [b, f, m, p, v, w]» _ [D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	30	4	rule 3	kwop	kwip	i	o	i/o/2	»	[b, f, m, p, v, w]	NA	[D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	0.13333333333333333	0.1370107800280219	speak, weave, interweave, bespeak	meet, feed, beat, repeat, sweep, weep, squeeze, compete, defeat, speed, weed, impede, squeak, appease, peep, wheeze, peek, peak, pique, bequeath, bead	0 syllabic, 1 LAB	0 syllabic	0 syllabic, 1 LAB »	0 syllabic	i -> o / 0 syllabic, 1 LAB » _ 0 syllabic
i -> o  [b, f, m, p, v, w]» _ [D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	30	4	rule 3	Smop	Smip	i	o	i/o/2	»	[b, f, m, p, v, w]	NA	[D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	0.13333333333333333	0.1370107800280219	speak, weave, interweave, bespeak	meet, feed, beat, repeat, sweep, weep, squeeze, compete, defeat, speed, weed, impede, squeak, appease, peep, wheeze, peek, peak, pique, bequeath, bead	0 syllabic, 1 LAB	0 syllabic	0 syllabic, 1 LAB »	0 syllabic	i -> o / 0 syllabic, 1 LAB » _ 0 syllabic
i -> o  [b, f, m, p, v, w]» _ [D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	30	4	rule 3	Smov	Smiv	i	o	i/o/2	»	[b, f, m, p, v, w]	NA	[D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	0.13333333333333333	0.1370107800280219	speak, weave, interweave, bespeak	meet, feed, beat, repeat, sweep, weep, squeeze, compete, defeat, speed, weed, impede, squeak, appease, peep, wheeze, peek, peak, pique, bequeath, bead	0 syllabic, 1 LAB	0 syllabic	0 syllabic, 1 LAB »	0 syllabic	i -> o / 0 syllabic, 1 LAB » _ 0 syllabic
i -> o  [b, f, m, p, v, w]» _ [D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	30	4	rule 3	skwop	skwip	i	o	i/o/2	»	[b, f, m, p, v, w]	NA	[D, J, S, T, Z, _, b, d, f, g, k, p, s, t, v, z, ~]	0.13333333333333333	0.1370107800280219	speak, weave, interweave, bespeak	meet, feed, beat, repeat, sweep, weep, squeeze, compete, defeat, speed, weed, impede, squeak, appease, peep, wheeze, peek, peak, pique, bequeath, bead	0 syllabic, 1 LAB	0 syllabic	0 syllabic, 1 LAB »	0 syllabic	i -> o / 0 syllabic, 1 LAB » _ 0 syllabic
I -> V  [b, f, m, p, v, w]» _ [N, m, n]	8	3	rule 4	bVm	bIm	I	V	I/V/2	»	[b, f, m, p, v, w]	NA	[N, m, n]	0.375	0.36643202044432827	win, swing, spin	swim, pin, underpin, wing, ping	0 syllabic, 1 LAB	0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice	0 syllabic, 1 LAB »	0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice	I -> V / 0 syllabic, 1 LAB » _ 0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice
I -> V  [b, f, m, p, v, w]» _ [N, m, n]	8	3	rule 4	fVm	fIm	I	V	I/V/2	»	[b, f, m, p, v, w]	NA	[N, m, n]	0.375	0.36643202044432827	win, swing, spin	swim, pin, underpin, wing, ping	0 syllabic, 1 LAB	0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice	0 syllabic, 1 LAB »	0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice	I -> V / 0 syllabic, 1 LAB » _ 0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice
I -> V  [b, f, m, p, v, w]» _ [N, m, n]	8	3	rule 4	SmVm	SmIm	I	V	I/V/2	»	[b, f, m, p, v, w]	NA	[N, m, n]	0.375	0.36643202044432827	win, swing, spin	swim, pin, underpin, wing, ping	0 syllabic, 1 LAB	0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice	0 syllabic, 1 LAB »	0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice	I -> V / 0 syllabic, 1 LAB » _ 0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice
I -> V  [b, f, m, p, v, w]» _ [N, m, n]	8	3	rule 4	smVm	smIm	I	V	I/V/2	»	[b, f, m, p, v, w]	NA	[N, m, n]	0.375	0.36643202044432827	win, swing, spin	swim, pin, underpin, wing, ping	0 syllabic, 1 LAB	0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice	0 syllabic, 1 LAB »	0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice	I -> V / 0 syllabic, 1 LAB » _ 0 syllabic, 2 sonority, 0 aperture, 1 nasal, 1 voice
I -> {  [b, m, v, w]» _ [N, _, b, d, g, m, n]	8	2	rule 5	b{m	bIm	I	{	I/{/2	»	[b, m, v, w]	NA	[N, _, b, d, g, m, n]	0.25	0.2571448665058167	swim, forbid	win, swing, forbid, bid, wing, swig	0 syllabic, 1 voice, 1 LAB	0 syllabic, 0 aperture, 1 voice	0 syllabic, 1 voice, 1 LAB »	0 syllabic, 0 aperture, 1 voice	I -> { / 0 syllabic, 1 voice, 1 LAB » _ 0 syllabic, 0 aperture, 1 voice
I -> {  [b, m, v, w]» _ [N, _, b, d, g, m, n]	8	2	rule 5	m{N	mIN	I	{	I/{/2	»	[b, m, v, w]	NA	[N, _, b, d, g, m, n]	0.25	0.2571448665058167	swim, forbid	win, swing, forbid, bid, wing, swig	0 syllabic, 1 voice, 1 LAB	0 syllabic, 0 aperture, 1 voice	0 syllabic, 1 voice, 1 LAB »	0 syllabic, 0 aperture, 1 voice	I -> { / 0 syllabic, 1 voice, 1 LAB » _ 0 syllabic, 0 aperture, 1 voice
I -> {  [b, m, v, w]» _ [N, _, b, d, g, m, n]	8	2	rule 5	Sm{m	SmIm	I	{	I/{/2	»	[b, m, v, w]	NA	[N, _, b, d, g, m, n]	0.25	0.2571448665058167	swim, forbid	win, swing, forbid, bid, wing, swig	0 syllabic, 1 voice, 1 LAB	0 syllabic, 0 aperture, 1 voice	0 syllabic, 1 voice, 1 LAB »	0 syllabic, 0 aperture, 1 voice	I -> { / 0 syllabic, 1 voice, 1 LAB » _ 0 syllabic, 0 aperture, 1 voice
I -> {  [b, m, v, w]» _ [N, _, b, d, g, m, n]	8	2	rule 5	Sm{N	SmIN	I	{	I/{/2	»	[b, m, v, w]	NA	[N, _, b, d, g, m, n]	0.25	0.2571448665058167	swim, forbid	win, swing, forbid, bid, wing, swig	0 syllabic, 1 voice, 1 LAB	0 syllabic, 0 aperture, 1 voice	0 syllabic, 1 voice, 1 LAB »	0 syllabic, 0 aperture, 1 voice	I -> { / 0 syllabic, 1 voice, 1 LAB » _ 0 syllabic, 0 aperture, 1 voice
I -> {  [b, m, v, w]» _ [N, _, b, d, g, m, n]	8	2	rule 5	sm{m	smIm	I	{	I/{/2	»	[b, m, v, w]	NA	[N, _, b, d, g, m, n]	0.25	0.2571448665058167	swim, forbid	win, swing, forbid, bid, wing, swig	0 syllabic, 1 voice, 1 LAB	0 syllabic, 0 aperture, 1 voice	0 syllabic, 1 voice, 1 LAB »	0 syllabic, 0 aperture, 1 voice	I -> { / 0 syllabic, 1 voice, 1 LAB » _ 0 syllabic, 0 aperture, 1 voice
I -> {  [b, m, v, w]» _ [N, _, b, d, g, m, n]	8	2	rule 5	sm{N	smIN	I	{	I/{/2	»	[b, m, v, w]	NA	[N, _, b, d, g, m, n]	0.25	0.2571448665058167	swim, forbid	win, swing, forbid, bid, wing, swig	0 syllabic, 1 voice, 1 LAB	0 syllabic, 0 aperture, 1 voice	0 syllabic, 1 voice, 1 LAB »	0 syllabic, 0 aperture, 1 voice	I -> { / 0 syllabic, 1 voice, 1 LAB » _ 0 syllabic, 0 aperture, 1 voice
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	bImt	bIm	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	blimt	blim	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	blImt	blIm	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	Jimt	Jim	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	JImt	JIm	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	dwImt	dwIm	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	dwINt	dwIN	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	fimt	fim	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	fImt	fIm	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	frImt	frIm	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
[] -> t  [D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~] _ 	3510	2465	rule 6	gimt	gim	[]	t	/t/0	NA	[D, J, N, S, T, Z, _, b, d, f, g, h, k, l, m, n, p, s, t, v, z, ~]	NA	NA	0.7022792022792023	0.01320407948207149	look, want, ask, use, need, knead, work, live, talk, change, start, move, believe, help, stop, like, wait, weight, walk, learn, expect	get, think, come, take, give, find, tell, seem, seam, feel, become, put, leave, mean, call, begin, keep, turn, bring, sit	0 syllabic		0 syllabic		[] -> t / 0 syllabic _ 
